Gene;alias
NECTIN3;CD113
NECTIN4;PVRL4
NECTIN4;nectin-4
NECTIN4;PRR4
NECTIN4;LNIR
NEDD1;GCP-WD
NEDD1;TUBGCP7
NEDD4;KIAA0093
NEDD4;MGC176705
NEDD4;NEDD4-1
NEDD4;RPF1
NEDD4L;KIAA0439
NEDD4L;RSP5
NEDD4L;NEDD4-2
NEDD8;Nedd-8
NEDD9;HEF1
NEDD9;CAS-L
NEDD9;CASS2
NEFHP1;NEFHL
NEFL;NFL
NEFL;CMT1F
NEFL;CMT2E
NEFL;NF68
NEFL;PPP1R110
NEFM;NEF3
NEFM;NFM
NEFM;NF-M
NEGR1;KILON
NEGR1;MGC46680
NEGR1;Ntra
NEGR1;IGLON4
NEIL1;FLJ22402
NEIL1;hFPG1
NEIL1;NEI1
NEIL1;FPG1
NEIL2;NEH2
NEIL2;FLJ31644
NEIL2;MGC2832
NEIL2;MGC4505
NEIL3;FLJ10858
NEIL3;hFPG2
NEIL3;FPG2
NEIL3;hNEI3
NEIL3;ZGRF3
NEK1;NY-REN-55
NEK1;KIAA1901
NEK2;NLK1
NEK2;NEK2A
NEK2;RP67
NEK2;PPP1R111
NEK2P1;NEK2P
NEK3;HSPK36
NEK3;MGC29949
NEK4;STK2
NEK4;NRK2
NEK4;pp12301
NEK6;SID6-1512
NEK8;NPHP9
NEK9;Nek8
NEK9;NERCC
NEK9;DKFZp434D0935
NEK9;MGC16714
NEK10;FLJ32685
NEK11;FLJ23495
NELFA;WHSC2
NELFA;NELF-A
NELFB;COBRA1
NELFB;KIAA1182
NELFB;NELF-B
NELFCD;TH1L
NELFCD;HSPC130
NELFCD;TH1
NELFCD;NELF-C
NELFCD;NELF-D
NELFE;RDBP
NELFE;RD
NELFE;D6S45
NELFE;NELF-E
NELFE;RDP
NELL1;IDH3GL
NELL1;FLJ45906
NELL2;NRP2
NEMF;SDCCAG1
NEMF;NY-CO-1
NEMF;FLJ10051
NEMP1;TMEM194
NEMP1;TMEM194A
NEMP1;KIAA0286
NEMP2;TMEM194B
NENF;CIR2
NENF;SCIRP10
NENF;SPUF
NEO1;NGN
NEO1;HsT17534
NEO1;IGDCC2
NEO1;NTN1R2
NEPNP;NPN
NEPNP;NEPN
NEPRO;C3orf17
NEPRO;DKFZP434F2021
NEPRO;NET17
NES;FLJ21841
NET1;ARHGEF8
NET1;NET1A
NETO1;BTCL1
NETO1;BCTL1
NETO2;FLJ10430
NETO2;NEOT2
NEU1;NEU
NEU2;SIAL2
NEURL1;NEURL
NEURL1;h-neu
NEURL1;RNF67
NEURL1;neu-1
NEURL1B;DKFZP761M1511
NEURL1B;Neur2
NEURL2;C20orf163
NEURL2;dJ337O18.6
NEURL2;FLJ30259
NEURL2;Ozz
NEURL2;Ozz-E3
NEURL3;Lincr
NEURL3;LOC93082
NEURL4;KIAA1787
NEUROD1;NEUROD
NEUROD1;BETA2
NEUROD1;BHF-1
NEUROD1;NeuroD
NEUROD1;bHLHa3
NEUROD1;MODY6
NEUROD2;NDRF
NEUROD2;bHLHa1
NEUROD4;Atoh3
NEUROD4;ATH-3
NEUROD4;MATH-3
NEUROD4;bHLHa4
NEUROD6;Atoh2
NEUROD6;NEX1M
NEUROD6;Math-2
NEUROD6;bHLHa2
NEUROD6;Nex1
NEUROG1;NEUROD3
NEUROG1;AKA
NEUROG1;Math4C
NEUROG1;ngn1
NEUROG1;bHLHa6
NEUROG2;Atoh4
NEUROG2;Math4A
NEUROG2;ngn-2
NEUROG2;bHLHa8
NEUROG2;NGN2
NEUROG3;Atoh5
NEUROG3;Math4B
NEUROG3;ngn3
NEUROG3;bHLHa7
NEXN;nexilin
NEXN;NELIN
NEXN-AS1;C1orf118
NEXN-AS1;FLJ90637
NF1P1;NF1HHS
NF1P3;NF1L1
NF1P4;NF1L4
NF1P5;NF1L5
NF1P6;NF1L6
NF1P6;Em:AP000532.C22.1
NF1P7;NF1L7
NF1P8;NF1L2
NF2;merlin
NF2;ACN
NF2;SCH
NF2;BANF
NFAM1;CNAIP
NFASC;NRCAML
NFASC;KIAA0756
NFASC;FLJ46866
NFASC;NF
NFAT5;TONEBP
NFAT5;KIAA0827
NFAT5;NFATL1
NFAT5;OREBP
NFAT5;NFATZ
NFAT5;NF-AT5
NFATC1;NF-ATC
NFATC1;NFATc
NFATC1;NFAT2
NFATC2;NF-ATP
NFATC2;NFATp
NFATC2;NFAT1
NFATC2IP;FLJ14639
NFATC2IP;NIP45
NFATC2IP;RAD60
NFATC2IP;ESC2
NFATC3;NFAT4
NFATC3;NFATX
NFATC4;NFAT3
NFE2;NF-E2
NFE2L1;TCF11
NFE2L1;NRF1
NFE2L1;LCR-F1
NFE2L1;FLJ00380
NFE2L2;NRF2
NFE2L3;Nrf3
NFE4;NF-E4
NFIA;NFI-L
NFIA;KIAA1439
NFIA-AS1;RP5-833A20.1
NFIB;NFI-RED
NFIB;NFIB2
NFIB;NFIB3
NFIC;NFI
NFIC;CTF
NFIC;NF-I
NFIC;CTF5
NFIL3;IL3BP1
NFIL3;E4BP4
NFIL3;NFIL3A
NFIL3;NF-IL3A
NFIX;NF1A
NFKB1;KBF1
NFKB1;p105
NFKB1;NFKB-p50
NFKB1;p50
NFKB1;NF-kappaB
NFKB1;NFkappaB
NFKB1;NF-kB1
NFKB2;LYT-10
NFKB2;p52
NFKB2;p105
NFKB2;NF-kB2
NFKB2;p49/p100
NFKBIA;NFKBI
NFKBIA;IKBA
NFKBIA;MAD-3
NFKBIA;IkappaBalpha
NFKBIB;IKBB
NFKBIB;TRIP9
NFKBID;TA-NFKBH
NFKBID;IkappaBNS
NFKBIE;IKBE
NFKBIL1;NFKBIL
NFKBIL1;IKBL
NFKBIZ;MAIL
NFKBIZ;FLJ34463
NFKBIZ;INAP
NFRKB;DKFZp547B2013
NFRKB;INO80G
NFS1;NifS
NFS1;IscS
NFU1;HIRIP5
NFU1;CGI-33
NFU1;NifU
NFU1;NIFUC
NFX1;NFX2
NFX1;MGC20369
NFX1;Tex42
NFX1;TEG-42
NFXL1;HOZFP
NFYA;HAP2
NFYA;CBF-B
NFYA;NF-YA
NFYAP1;NFYAP
NFYB;CBF-A
NFYB;HAP3
NFYB;NF-YB
NFYC;CBF-C
NFYC;NF-YC
NFYC-AS1;0808y08y
NGDN;C14orf120
NGDN;DKFZP564O092
NGDN;LCP5
NGDN;lpd-2
NGDN;NGD
NGDN;CANu1
NGEF;ARHGEF27
NGF;NGFB
NGFR;TNFRSF16
NGFR;CD271
NGFR;p75NTR
NGLY1;FLJ11005
NGLY1;PNG1
NGRN;DSC92
NHEJ1;Cernunnos
NHEJ1;XLF
NHEJ1;FLJ12610
NHLH1;HEN1
NHLH1;NSCL
NHLH1;NSCL1
NHLH1;bHLHa35
NHLH2;HEN2
NHLH2;NSCL2
NHLH2;bHLHa34
NHLRC1;bA204B7.2
NHLRC1;EPM2B
NHLRC1;malin
NHLRC2;FLJ25621
NHLRC2;FLJ20147
NHLRC2;FLJ33312
NHLRC2;MGC45492
NHLRC2;DKFZp779F115
NHP2;NOLA2
NHP2;FLJ20479
NHP2P1;NOLA2P1
NHP2P1;bA360G10.4
NHP2P2;TCAG_30283
NHSL1;C6orf63
NHSL1;bA43P8.1
NHSL1;KIAA1357
NICN1;MGC12936
NID1;NID
NID1;entactin
NIF3L1;ALS2CR1
NIF3L1;CALS-7
NIF3L1;MDS015
NIFK;MKI67IP
NIFK;Nopp34
NIFK;hNIFK
NIFKP1;MKI67IPP1
NIFKP2;MKI67IPP2
NIFKP3;MKI67IPP3
NIFKP4;MKI67IPP4
NIFKP5;MKI67IPP5
NIFKP6;MKI67IPP6
NIFKP7;MKI67IPP7
NIFKP8;MKI67IPP8
NIFKP9;MKI67IPP9
NIM1K;MGC42105
NIM1K;NIM1
NINJ1;NIN1
NINL;KIAA0980
NINL;NLP
NIP7;CGI-37
NIP7;FLJ10296
NIP7;HSPC031
NIP7;KD93
NIPA1;SPG6
NIPA1;MGC35570
NIPAL1;NPAL1
NIPAL1;DKFZp686A06115
NIPAL2;NPAL2
NIPAL2;FLJ13955
NIPAL3;NPAL3
NIPAL3;DJ462O23.2
NIPAL4;ICHYN
NIPBL;IDN3
NIPBL;DKFZp434L1319
NIPBL;FLJ11203
NIPBL;FLJ12597
NIPBL;FLJ13354
NIPBL;FLJ13648
NIPBL;Scc2
NIPBL-AS1;NIPBL-AS
NIPSNAP3A;DKFZp564D177
NIPSNAP3A;FLJ13953
NIPSNAP3A;HSPC299
NIPSNAP3A;MGC14553
NIPSNAP3B;FLJ11275
NISCH;KIAA0975
NISCH;I-1
NISCH;IRAS
NKAIN1;FAM77C
NKAIN1;FLJ12650
NKAIN2;TCBA1
NKAIN2;FAM77B
NKAIN3;FAM77D
NKAIN3;FLJ39630
NKAIN4;C20orf58
NKAIN4;bA261N11.2
NKAIN4;FAM77A
NKAP;FLJ22626
NKAPL;C6orf194
NKAPL;bA424I5.1
NKAPP1;CXorf42
NKAPP1;FLJ36576
NKD2;Naked2
NKG7;GIG1
NKG7;GMP-17
NKIRAS1;KBRAS1
NKIRAS1;kappaB-Ras1
NKIRAS2;KBRAS2
NKIRAS2;DKFZP434N1526
NKIRAS2;kappaB-Ras2
NKPD1;FLJ33600
NKRF;ITBA4
NKRF;NRF
NKS1;EC-1
NKTR;p104
NKX1-1;HSPX153
NKX1-1;SAX2
NKX1-2;C10orf121
NKX1-2;bB238F13.2
NKX2-1;NKX2A
NKX2-1;BCH
NKX2-1;TITF1
NKX2-1;TTF-1
NKX2-1;TTF1
NKX2-2;NKX2B
NKX2-2;NKX2.2
NKX2-2-AS1;NKX2-2AS
NKX2-3;NKX2C
NKX2-3;NKX2.3
NKX2-3;CSX3
NKX2-3;NKX4-3
NKX2-4;NKX2D
NKX2-4;NKX2.4
NKX2-5;CSX
NKX2-5;NKX2E
NKX2-5;CSX1
NKX2-5;NKX2.5
NKX2-5;NKX4-1
NKX2-6;CSX2
NKX2-6;NKX4-2
NKX2-8;NKX2H
NKX2-8;NKX2.8
NKX2-8;Nkx2-9
NKX3-1;NKX3A
NKX3-1;NKX3.1
NKX3-1;BAPX2
NKX3-2;BAPX1
NKX3-2;NKX3B
NKX3-2;NKX3.2
NKX6-1;NKX6A
NKX6-1;Nkx6.1
NKX6-2;NKX6B
NKX6-2;GTX
NKX6-2;NKX6.1
NKX6-3;FLJ25169
NLE1;FLJ10458
NLGN1;KIAA1070
NLGN2;KIAA1366
NLGN3;HNL3
NLGN3;KIAA1480
NLGN3;ASPGX1
NLGN3;AUTSX1
NLGN4X;NLGN4
NLGN4X;KIAA1260
NLGN4X;NLGN
NLGN4X;HLNX
NLGN4Y;KIAA0951
NLGN4Y-AS1;NLGN4YAS
NLGN4Y-AS1;NLGN4Y-AS
NLN;AGTBP
NLN;KIAA1226
NLRC3;CLR16.2
NLRC3;FLJ00348
NLRC3;NOD3
NLRC4;CARD12
NLRC4;CLAN1
NLRC4;ipaf
NLRC4;CLANA
NLRC4;CLANB
NLRC4;CLANC
NLRC4;CLAND
NLRC4;CLR2.1
NLRC4;CLAN
NLRC5;NOD27
NLRC5;CLR16.1
NLRC5;FLJ21709
NLRP1;NALP1
NLRP1;SLEV1
NLRP1;KIAA0926
NLRP1;DKFZp586O1822
NLRP1;CARD7
NLRP1;NAC
NLRP1;CLR17.1
NLRP1;DEFCAP
NLRP1;VAMAS1
NLRP2;NALP2
NLRP2;FLJ20510
NLRP2;PYPAF2
NLRP2;NBS1
NLRP2;PAN1
NLRP2;CLR19.9
NLRP2B;NLRP2P
NLRP2B;NOD24
NLRP2B;NALP2P
NLRP2B;CLRX.1
NLRP2B;POP4
NLRP3;C1orf7
NLRP3;CIAS1
NLRP3;AGTAVPRL
NLRP3;AII
NLRP3;AVP
NLRP3;FCAS
NLRP3;FCU
NLRP3;NALP3
NLRP3;PYPAF1
NLRP3;MWS
NLRP3;CLR1.1
NLRP3P1;NLRP3P
NLRP3P1;NOD13
NLRP4;NALP4
NLRP4;PYPAF4
NLRP4;FLJ32126
NLRP4;PAN2
NLRP4;RNH2
NLRP4;CLR19.5
NLRP4;CT58
NLRP5;NALP5
NLRP5;PYPAF8
NLRP5;MATER
NLRP5;PAN11
NLRP5;CLR19.8
NLRP6;NALP6
NLRP6;PYPAF5
NLRP6;PAN3
NLRP6;CLR11.4
NLRP7;NALP7
NLRP7;PYPAF3
NLRP7;NOD12
NLRP7;PAN7
NLRP7;CLR19.4
NLRP8;NALP8
NLRP8;NOD16
NLRP8;PAN4
NLRP8;CLR19.2
NLRP9;NALP9
NLRP9;NOD6
NLRP9;PAN12
NLRP9;CLR19.1
NLRP9P1;NLRP9P
NLRP9P1;NOD25
NLRP10;NALP10
NLRP10;NOD8
NLRP10;PAN5
NLRP10;Pynod
NLRP10;CLR11.1
NLRP11;NALP11
NLRP11;PYPAF6
NLRP11;NOD17
NLRP11;PAN10
NLRP11;CLR19.6
NLRP12;NALP12
NLRP12;RNO2
NLRP12;PYPAF7
NLRP12;Monarch1
NLRP12;PAN6
NLRP12;CLR19.3
NLRP13;NALP13
NLRP13;NOD14
NLRP13;PAN13
NLRP13;CLR19.7
NLRP14;NALP14
NLRP14;NOD5
NLRP14;GC-LRR
NLRP14;Nalp-iota
NLRP14;PAN8
NLRP14;CLR11.2
NLRX1;NOD9
NLRX1;CLR11.3
NMB;MGC2277
NMB;MGC3936
NMB;MGC17211
NMBR;BB1
NMBR;BB1R
NMD3;CGI-07
NMD3P1;NMD3P
NME1;NM23
NME1;NM23-H1
NME1;NDPKA
NME1-NME2;NM23-LV
NME1-NME2;NMELV
NME2;NM23-H2
NME2;NDPKB
NME3;DR-nm23
NME3;NM23-H3
NME3;NDPKC
NME4;nm23-H4
NME4;NM23H4
NME4;NDPKD
NME5;nm23-H5
NME5;RSPH23
NME6;NM23-H6
NME6;IPIA-ALPHA
NME7;FLJ37194
NME7;NM23-H7
NME7;CFAP67
NME8;TXNDC3
NME8;CILD6
NME8;SPTRX2
NME8;NM23-H8
NME9;TXNDC6
NME9;TXL-2
NME9;NM23-H9
NMNAT1;LCA9
NMNAT1;NMNAT
NMNAT1;PNAT1
NMNAT1P1;NMNATP
NMNAT2;C1orf15
NMNAT2;KIAA0479
NMNAT2;PNAT2
NMNAT3;PNAT3
NMRAL1;FLJ25918
NMRAL1;HSCARG
NMRAL1;SDR48A1
NMRAL2P;NMRAL1P1
NMRAL2P;LOC344887
NMRK1;C9orf95
NMRK1;FLJ20559
NMRK1;NRK1
NMRK1;bA235O14.2
NMRK2;ITGB1BP3
NMRK2;MIBP
NMRK2;NRK2
NMT1;NMT
NMTRL-TAA1-1;TRNAL31
NMTRL-TAA2-1;TRNAL46P
NMTRL-TAA3-1;TRNAL45P
NMTRL-TAA4-1;TRNAL37
NMTRL-TAA5-1;TRNAL42P
NMTRL-TAA6-1;TRNAL41P
NMTRP-TGG1-1;TRNAP23P
NMTRQ-CTG1-1;TRNAQ38P
NMTRQ-TTG1-1;TRNAQ40P
NMTRQ-TTG2-1;TRNAQ48P
NMTRQ-TTG3-1;TRNAQ18
NMTRQ-TTG4-1;TRNAQ42P
NMTRQ-TTG5-1;TRNAQ31
NMTRQ-TTG6-1;TRNAQ47P
NMTRQ-TTG7-1;TRNAQ34P
NMTRQ-TTG8-1;TRNAQ35P
NMTRQ-TTG9-1;TRNAQ36P
NMTRQ-TTG10-1;TRNAQ50P
NMTRQ-TTG11-1;TRNAQ43P
NMTRQ-TTG12-1;TRNAQ41P
NMTRQ-TTG13-1;TRNAQ52P
NMTRQ-TTG14-1;TRNAQ9
NMTRQ-TTG15-1;TRNAQ54P
NMTRS-TGA1-1;TRNAS8
NMTRS-TGA2-1;TRNAS31P
NMTRS-TGA3-1;TRNAS30P
NMTRV-TAC1-1;TRNAV37P
NMUR1;GPR66
NMUR1;GPC-R
NMUR1;FM-3
NMUR1;NMU1R
NMUR2;NMU2R
NNAT;Peg5
NOA1;C4orf14
NOA1;MGC3232
NOA1;hAtNOS1
NOA1;hNOA1
NOA1;MTG3
NOB1;PSMD8BP1
NOB1;NOB1P
NOB1;ART-4
NOB1;MST158
NOBOX;OG2
NOBOX;Og2x
NOC2L;DKFZP564C186
NOC2L;NET7
NOC2L;NET15
NOC2L;NIR
NOC2L;PPP1R112
NOC3L;C10orf117
NOC3L;AD24
NOC3L;FLJ12820
NOC3L;FAD24
NOC4L;MGC3162
NOC4L;NET49
NOC4L;UTP19
NOCT;CCRN4L
NOCT;CCR4L
NOCT;Ccr4c
NOCT;NOC
NOD1;CARD4
NOD1;NLRC1
NOD1;CLR7.1
NOD2;IBD1
NOD2;CARD15
NOD2;BLAU
NOD2;CD
NOD2;PSORAS1
NOD2;CLR16.3
NOD2;NLRC2
NOG;SYNS1
NOG;SYM1
NOL3;ARC
NOL3;NOP30
NOL3;MYP
NOL3;CARD2
NOL4;NOLP
NOL4;HRIHFB2255
NOL4;CT125
NOL4L;C20orf113
NOL4L;C20orf112
NOL4L;dJ1184F4.2
NOL4L;DKFZP566G1424
NOL4L;dJ1184F4.4
NOL6;bA311H10.1
NOL6;Nrap
NOL6;FLJ21959
NOL6;MGC14896
NOL6;MGC14921
NOL6;MGC20838
NOL6;UTP22
NOL7;C6orf90
NOL7;PQBP3
NOL7;NOP27
NOL7;RARG-1
NOL7;dJ223E5.2
NOL8;C9orf34
NOL8;FLJ20736
NOL8;Nop132
NOL9;FLJ23323
NOL9;NET6
NOL9;Grc3
NOL10;PQBP5
NOL10;FLJ14075
NOL11;DKFZP586L0724
NOL12;MGC3731
NOL12;Nop25
NOL12;RRP17
NOLC1;P130
NOLC1;KIAA0035
NOLC1;NOPP140
NOLC1;NOPP130
NOM1;C7orf3
NOM1;SGD1
NOM1;PPP1R113
NOMO1;PM5
NOMO2;NOMO
NOMO2;PM5
NONO;NRB54
NONO;NMT55
NONO;P54NRB
NONO;P54
NONO;PPP1R114
NOP2;NOL1
NOP2;NOP120
NOP2;NSUN1
NOP2;p120
NOP9;C14orf21
NOP10;NOLA3
NOP10;NOP10P
NOP10;MGC70651
NOP14;C4orf9
NOP14;NOL14
NOP14;RES4-25
NOP14;UTP2
NOP14-AS1;C4orf10
NOP14-AS1;RES4-24
NOP16;HSPC111
NOP16;HSPC185
NOP16;LOC51491
NOP53;GLTSCR2
NOP53;PICT-1
NOP53;PICT1
NOP53-AS1;GLTSCR2-AS1
NOP56;NOL5A
NOP56;SCA36
NOP56P1;NOL5B
NOP56P1;NOL5BP
NOP56P1;NOP56-L
NOP56P1;dJ207F6.1
NOP58;NOP5
NOP58;HSPC120
NORAD;LINC00657
NOS1;NOS
NOS1;nNOS
NOS1AP;KIAA0464
NOS1AP;CAPON
NOS2;NOS2A
NOS2;iNOS
NOS2;NOS
NOS2;HEP-NOS
NOS2P1;NOS2C
NOS2P2;NOS2B
NOS3;ECNOS
NOS3;eNOS
NOSIP;CGI-25
NOSTRIN;MGC20702
NOTCH1;TAN1
NOTCH2NL;N2N
NOTCH3;CADASIL
NOTCH3;CASIL
NOTCH4;INT3
NOV;IGFBP9
NOV;CCN3
NOVA1-AS1;C14orf22
NOVA2;NOVA3
NOVA2;ANOVA
NOX1;NOH1
NOX1;NOH-1
NOX1;MOX1
NOX1;GP91-2
NOX3;GP91-3
NOX4;KOX-1
NOX4;KOX
NOX5;NOX5A
NOX5;NOX5B
NOXA1;SDCCAG31
NOXA1;NY-CO-31
NOXA1;FLJ25475
NOXO1;P41NOXA
NOXO1;P41NOXB
NOXO1;P41NOXC
NOXO1;SH3PXD5
NOXO1;SNX28
NOXRED1;C14orf148
NOXRED1;FLJ32809
NPAP1;C15orf2
NPAS1;MOP5
NPAS1;PASD5
NPAS1;bHLHe11
NPAS2;MOP4
NPAS2;PASD4
NPAS2;bHLHe9
NPAS3;MOP6
NPAS3;PASD6
NPAS3;bHLHe12
NPAS4;PASD10
NPAS4;NXF
NPAS4;Le-PAS
NPAS4;bHLHe79
NPAT;E14
NPAT;p220
NPB;PPL7
NPB;PPNPB
NPBWR1;GPR7
NPBWR2;GPR8
NPC2;HE1
NPC2;NP-C2
NPC2;EDDM1
NPCDR1;NPCR
NPDC1;DKFZp586J0523
NPDC1;CAB-
NPDC1;CAB1
NPEPL1;FLJ11583
NPEPL1;bA261P9.2
NPEPPS;PSA
NPEPPS;MP100
NPFF;FMRFAL
NPFFR1;GPR147
NPFFR1;OT7T022
NPFFR1;NPFF1R1
NPFFR2;GPR74
NPFFR2;NPFF2
NPFFR2;NPGPR
NPHP1;NPH1
NPHP1;JBTS4
NPHP1;SLSN1
NPHP3;NPH3
NPHP3;KIAA2000
NPHP3;FLJ30691
NPHP3;FLJ36696
NPHP3;MKS7
NPHP3;SLSN3
NPHP3;CFAP31
NPHP3-AS1;NCRNA00119
NPHP4;SLSN4
NPHP4;KIAA0673
NPHP4;POC10
NPHS1;CNF
NPHS1;NPHN
NPHS2;SRN1
NPHS2;PDCN
NPIPA1;NPIP
NPIPA1;morpheus
NPIPA8;LCR16a9
NPIPB3;NPIPL3
NPIPB3;KIAA0220
NPIPB7;NPIPL1
NPIPB7;LOC440350
NPIPB15;NPIPL2
NPIPB15;LOC440348
NPL;C1orf13
NPL;NPL1
NPL;DHDPS1
NPLOC4;NPL4
NPLOC4;FLJ20657
NPLOC4;KIAA1499
NPM1;B23
NPM1;NPM
NPM1P1;NPMP1
NPM1P1;NG1-1.6
NPM1P2;NPMP2
NPM1P2;NG2-6
NPM1P3;NPMP3
NPM1P3;NPM1P15
NPM1P3;NG3-3
NPM1P4;NPMP4
NPM1P4;NG4-5
NPM1P5;NPMP5
NPM1P5;NG5-4
NPM1P6;NPMP6
NPM1P6;NG6-4
NPM1P7;NPMP7
NPM1P7;NPM1P16
NPM1P7;NG7-6
NPNT;EGFL6L
NPNT;POEM
NPPA;ANP
NPPA;PND
NPPA-AS1;NPPAAS
NPPA-AS1;NPPA-AS
NPPC;CNP
NPR1;ANPRA
NPR1;NPRA
NPR1;GUCY2A
NPR1;ANPa
NPR2;ANPRB
NPR2;NPRB
NPR2;AMDM
NPR2;GUCY2B
NPR2;ANPb
NPR3;NPRC
NPR3;ANPRC
NPR3;C5orf23
NPR3;GUCY2B
NPR3;FLJ14054
NPRL2;TUSC4
NPRL2;NPR2L
NPRL2;NPR2
NPRL3;C16orf35
NPRL3;CGTHBA
NPRL3;RMD11
NPRL3;NPR3
NPRL3;MARE
NPRL3;HS-40
NPSR1;GPR154
NPSR1;PGR14
NPSR1;GPRA
NPSR1-AS1;AAA1
NPSR1-AS1;IMAGE:4827585
NPTN;SDFR1
NPTN;SDR1
NPTN;GP55
NPTN;GP65
NPTN;np65
NPTN;np55
NPTN-IT1;lncRNA-LET
NPVF;C7orf9
NPVF;RFRP
NPW;PPL8
NPY;PYY4
NPY1R;NPYR
NPY4R;PPYR1
NPY4R;Y4
NPY4R;PP1
NPY5R;NPYR5
NPY6R;PP2
NPY6R;NPY1RL
NPY6R;NPY6RP
NQO1;NMOR1
NQO1;DIA4
NQO1;DHQU
NQO1;QR1
NQO1;DTD
NQO2;NMOR2
NQO2;QR2
NQO2;DHQV
NQO2;DIA6
NR1D1;THRAL
NR1D1;ear-1
NR1D1;hRev
NR1D1;Rev-ErbAalpha
NR1D1;THRA1
NR1D2;BD73
NR1D2;RVR
NR1D2;EAR-1r
NR1D2;HZF2
NR1D2;Hs.37288
NR1H2;UNR
NR1H2;NER
NR1H2;NER-I
NR1H2;RIP15
NR1H2;LXR-b
NR1H3;LXR-a
NR1H3;RLD-1
NR1H4;FXR
NR1H4;RIP14
NR1H4;HRR1
NR1H4;HRR-1
NR1H5P;Fxrb
NR1H5P;NR1H5
NR1I2;ONR1
NR1I2;PXR
NR1I2;BXR
NR1I2;SXR
NR1I2;PAR2
NR1I3;MB67
NR1I3;CAR1
NR1I3;CAR
NR1I4;CAR2
NR2C1;TR2
NR2C1;TR2-11
NR2C2;TR4
NR2C2;TAK1
NR2C2;TR2R1
NR2C2;hTAK1
NR2C2AP;TRA16
NR2E1;TLX
NR2E1;TLL
NR2E1;XTLL
NR2E3;PNR
NR2E3;rd7
NR2E3;RP37
NR2F1;ERBAL3
NR2F1;TFCOUP1
NR2F1;EAR-3
NR2F1;COUP-TFI
NR2F1;TCFCOUP1
NR2F1;SVP44
NR2F1-AS1;FLJ42709
NR2F2;ARP1
NR2F2;TFCOUP2
NR2F2;COUP-TFII
NR2F2;COUPTFB
NR2F2;SVP40
NR2F2;NF-E3
NR2F6;ERBAL2
NR2F6;EAR-2
NR3C1;GRL
NR3C1;GR
NR3C1P1;GRLL1
NR3C1P1;NR3C1P
NR3C2;MLR
NR3C2;MR
NR4A1;HMR
NR4A1;GFRP1
NR4A1;TR3
NR4A1;N10
NR4A1;NAK-1
NR4A1;NGFIB
NR4A1;NUR77
NR4A2;NURR1
NR4A2;TINUR
NR4A2;NOT
NR4A2;RNR1
NR4A2;HZF-3
NR4A3;CSMF
NR4A3;CHN
NR4A3;NOR1
NR4A3;MINOR
NR5A1;FTZF1
NR5A1;FTZ1
NR5A1;SF-1
NR5A1;ELP
NR5A1;AD4BP
NR5A1;hSF-1
NR5A2;FTF
NR5A2;FTZ-F1beta
NR5A2;hB1F
NR5A2;LRH-1
NR5A2;FTZ-F1
NR5A2;hB1F-2
NR5A2;B1F2
NR6A1;GCNF
NR6A1;GCNF1
NR6A1;RTR
NR6A1;CT150
NRARP;MGC61598
NRAS;N-ras
NRAV;DYNLL1-AS1
NR0B1;AHC
NR0B1;DSS
NR0B1;DAX1
NR0B1;AHCH
NR0B2;SHP
NRBF2;DKFZp564C1664
NRBF2;FLJ30395
NRBF2;COPR1
NRBF2;COPR2
NRBP1;NRBP
NRBP1;BCON3
NRBP1;MUDPNP
NRBP1;MADM
NRBP2;DKFZp434P086
NRCAM;KIAA0343
NRCAM;Bravo
NRDC;NRD1
NRDC;hNRD1
NRDC;hNRD2
NRDE2;C14orf102
NRDE2;FLJ14051
NREP;C5orf13
NREP;P311
NREP;D4S114
NREP;PRO1873
NREP;PTZ17
NREP;SEZ17
NRF1;EWG
NRF1;ALPHA-PAL
NRG1;HGL
NRG1;NRG1-IT2
NRG1;HRG
NRG1;NDF
NRG1;GGF
NRG2;Don-1
NRG2;NTAK
NRG2;HRG2
NRG3-AS1;C10orf100
NRG3-AS1;Em:AC010157.1
NRG4;HRG4
NRGN;RC3
NRIP1;RIP140
NRIP2;DKFZP761G1913
NRIP3;C11orf14
NRIR;lncRNA-CMPK2
NRK;DKFZp686A17109
NRL;D14S46E
NRL;RP27
NRL;NRL-MAF
NRM;NRM29
NRN1;NRN
NRN1L;UNQ2446
NRN1L;MRCC2446
NRON;NCRNA00194
NRP1;NRP
NRP1;VEGF165R
NRP1;CD304
NRP2;VEGF165R2
NRROS;LRRC33
NRROS;UNQ3030
NRROS;ELLP3030
NRROS;MGC50789
NRROS;GARPL1
NRSN1;VMP
NRSN1;p24
NRSN2;C20orf98
NRSN2;dJ1103G7.6
NRTN;NTN
NRXN1;KIAA0578
NRXN1;Hs.22998
NRXN3;C14orf60
NRXN3;KIAA0743
NSA2;HUSSY-29
NSA2;HCLG1
NSA2;FLJ94393
NSA2;TINP1
NSD1;STO
NSD1;ARA267
NSD1;FLJ22263
NSD1;KMT3B
NSD2;WHSC1
NSD2;MMSET
NSD2;KMT3G
NSD3;WHSC1L1
NSD3;FLJ20353
NSD3;WHISTLE
NSD3;KMT3F
NSDHL;XAP104
NSDHL;H105e3
NSDHL;SDR31E1
NSF;SKD2
NSF;SEC18
NSFL1C;dJ776F14.1
NSFL1C;p47
NSFL1C;UBXD10
NSFL1C;UBX1
NSFL1C;UBXN2C
NSFP1;NSFP
NSL1;C1orf48
NSL1;DC8
NSL1;DKFZP566O1646
NSL1;MIS14
